I_SECURITY,I_COMPANY,I_MARKET,I_INDUSTRY,I_SECTOR,I_SUBSECTOR,I_SEC_TYPE,N_SECURITY,N_SECURITY_T,N_SECURITY_E,I_SECURITY_LOCAL,I_ISIN,I_NATIVE
79982,1259,A,0,0,0,V,TASC08C1703A        ,A,A,79982,THIHHUAER409  ,L
79983,1313,A,6,9,0,F,BPP-F               ,,,78665,TH7462010011  ,F
79984,1313,A,6,9,0,S,BPP-R               ,,,78665,TH7462010R13  ,R
79985,655,C,0,13,0,G,CB16O06C            ,,,79985,TH0655I7QA80  ,L
79986,655,C,0,13,0,G,CB16D08B            ,,,79986,TH0655F7QC84  ,L
79987,655,C,0,13,0,G,CB17309A            ,,,79987,TH0655A7R382  ,L
79988,1303,C,0,21,0,D,BEM286B             ,,,79988,TH6999A38603  ,L
79989,1331,C,0,21,0,D,BTCL178A            ,,,79989,TH741307R801  ,L
79992,176,C,0,21,0,D,CTEL218A            ,,,79992,TH0176031803  ,L
79993,960,C,0,21,0,D,MJD198A             ,,,79993,TH096003T803  ,L
79994,1332,A,6,9,0,S,BCPG                ,,,79994,TH7411010005  ,L
79995,1332,A,6,9,0,F,BCPG-F              ,,,79994,TH7411010013  ,F
79996,1332,A,6,9,0,S,BCPG-R              ,,,79994,TH7411010R10  ,R
79997,86,A,0,0,0,W,NEP-W3-R            ,®—¥ √√„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡ §√—Èß∑’Ë 3,To the existing shareholders No. 3,79493,TH008605T9R1  ,R
79998,655,B,0,13,0,G,BOT199A             ,,,79998,TH065503T908  ,L
79999,23,C,0,21,0,D,BAY272A             ,,,79999,TH0023037201  ,L
80000,839,C,0,21,0,D,FCAP185A            ,,,80000,TH083903S504  ,L
80001,1093,A,0,0,0,V,CPAL28C1703A        ,A,A,80001,THDBEKAER302  ,L
80002,1093,A,0,0,0,V,CPF28C1703A         ,A,A,80002,THAKEKAER309  ,L
80003,1093,A,0,0,0,V,TRUE28C1703A        ,A,A,80003,THBUEKAER306  ,L
80004,861,A,0,0,0,R,EASON-T1-R          , ”À√—∫ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡ §√—Èß∑’Ë 1,For the company?s existing shareholders No. 1,78261,TH086110QBR2  ,R
80005,655,C,0,13,0,G,CB16927A            ,,,80005,TH0655R7Q989  ,L
80006,689,C,0,21,0,D,KTC208A             ,,,80006,TH068903U806  ,L
80007,1311,C,0,21,0,D,GED17DA             ,,,80007,TH715203RC01  ,L
80008,1311,C,0,21,0,D,GED198A             ,,,80008,TH715203T800  ,L
80013,623,C,0,11,1,G,TB16D14A            ,,,80013,TH0623A7QC83  ,L
80014,655,C,0,13,0,G,CB16O13C            ,,,80014,TH0655J7QA88  ,L
80015,655,C,0,13,0,G,CB16D15B            ,,,80015,TH0655G7QC82  ,L
80016,655,C,0,13,0,G,CB17316A            ,,,80016,TH0655B7R381  ,L
80017,664,C,0,21,0,D,AEON197A            ,,,80017,TH066403T702  ,L
80018,696,C,0,21,0,D,CI198A              ,,,80018,TH069603T803  ,L
80019,1093,A,0,0,0,V,S5028C1611B         ,B,B,80019,THGAEKAEQC14  ,L
80020,1093,A,0,0,0,V,S5028P1611B         ,B,B,80020,THGAEKBEQC13  ,L
80025,737,C,0,21,0,D,CPAL198C            ,,,80025,TH0737B3T800  ,L
80026,737,C,0,21,0,D,CPAL238A            ,,,80026,TH0737033801  ,L
80027,737,C,0,21,0,D,CPAL268A            ,,,80027,TH0737036804  ,L
80028,737,C,0,21,0,D,CPAL288A            ,,,80028,TH0737038800  ,L
80029,648,C,0,12,0,G,EGAT269A            ,,,80029,TH0648036901  ,L
80030,655,C,0,13,0,G,CB16O04A            ,,,80030,TH0655M7QA82  ,L
80031,802,A,0,0,0,V,BANP24C1703A        ,A,A,80031,THASIKAER402  ,L
80032,809,A,0,0,0,V,BCP01C1702A         ,A,A,80032,THCADJAER300  ,L
80033,809,A,0,0,0,V,BCP01P1702A         ,A,A,80033,THCADJBER308  ,L
80034,809,A,0,0,0,V,CENT01C1702A        ,A,A,80034,THGCDJAER307  ,L
80035,809,A,0,0,0,V,CENT01P1702A        ,A,A,80035,THGCDJBER305  ,L
80036,809,A,0,0,0,V,CPN01C1702A         ,A,A,80036,THCJDJAER301  ,L
80037,809,A,0,0,0,V,CPN01P1702A         ,A,A,80037,THCJDJBER309  ,L
80038,809,A,0,0,0,V,DELT01C1702A        ,A,A,80038,THCLDJAER307  ,L
80039,809,A,0,0,0,V,DTAC01C1702A        ,A,A,80039,THCODJAER301  ,L
80040,809,A,0,0,0,V,DTAC01P1702A        ,A,A,80040,THCODJBER309  ,L
80041,802,A,0,0,0,V,INTU24C1711A        ,A,A,80041,THEJIKAERC04  ,L
80042,809,A,0,0,0,V,ITD01C1702A         ,A,A,80042,THCDDJAER304  ,L
80043,809,A,0,0,0,V,ITD01P1702A         ,A,A,80043,THCDDJBER302  ,L
80044,802,A,0,0,0,V,ITD24C1707A         ,A,A,80044,THCDIKAER806  ,L
80045,809,A,0,0,0,V,KBAN01C1702A        ,A,A,80045,THADDJAER308  ,L
80046,809,A,0,0,0,V,KBAN01P1702A        ,A,A,80046,THADDJBER306  ,L
80047,809,A,0,0,0,V,KTB01C1702A         ,A,A,80047,THATDJAER304  ,L
80048,809,A,0,0,0,V,KTB01P1702A         ,A,A,80048,THATDJBER302  ,L
80049,809,A,0,0,0,V,MINT01C1702A        ,A,A,80049,THAODJAER305  ,L
80050,809,A,0,0,0,V,MINT01P1702A        ,A,A,80050,THAODJBER303  ,L
80051,809,A,0,0,0,V,PTT01C1702A         ,A,A,80051,THCWDJAER304  ,L
80052,809,A,0,0,0,V,PTT01P1702A         ,A,A,80052,THCWDJBER302  ,L
80053,802,A,0,0,0,V,PTT24C1709A         ,A,A,80053,THCWIKAERA01  ,L
80054,802,A,0,0,0,V,PTTE24C1705A        ,A,A,80054,THBQIKAER602  ,L
80055,802,A,0,0,0,V,PTTG24C1707A        ,A,A,80055,THEFIKAER807  ,L
80056,809,A,0,0,0,V,S5001C1611B         ,B,B,80056,THGADJAEQC18  ,L
80057,809,A,0,0,0,V,S5001C1612F         ,F,F,80057,THGADJAER103  ,L
80058,809,A,0,0,0,V,S5001P1611B         ,B,B,80058,THGADJBEQC17  ,L
80059,809,A,0,0,0,V,S5001P1612F         ,F,F,80059,THGADJBER101  ,L
80060,171,A,0,0,0,V,S5013C1612C         ,C,C,80060,THGAAVAER120  ,L
80061,171,A,0,0,0,V,S5013P1612C         ,C,C,80061,THGAAVBER128  ,L
80062,802,A,0,0,0,V,SAWA24C1709A        ,A,A,80062,THHTIKAERA01  ,L
80063,809,A,0,0,0,V,SCB01C1702A         ,A,A,80063,THACDJAER300  ,L
80064,809,A,0,0,0,V,SCB01P1702A         ,A,A,80064,THACDJBER308  ,L
80065,809,A,0,0,0,V,SPAL01C1702A        ,A,A,80065,THBSDJAER304  ,L
80066,809,A,0,0,0,V,SPAL01P1702A        ,A,A,80066,THBSDJBER302  ,L
80067,809,A,0,0,0,V,TPIP01C1702A        ,A,A,80067,THAXDJAER306  ,L
80068,809,A,0,0,0,V,TPIP01P1702A        ,A,A,80068,THAXDJBER304  ,L
80069,802,A,0,0,0,V,TU24C1709A          ,A,A,80069,THISIKAERA01  ,L
80070,121,C,0,21,0,D,KK268A              ,,,80070,TH0121036808  ,L
80071,1081,C,0,21,0,D,CHOW188A            ,,,80071,TH108103S809  ,L
80072,811,C,0,21,0,D,TLT194A             ,,,80072,TH081103T402  ,L
80073,623,C,0,11,1,G,TB16D21A            ,,,80073,TH0623B7QC81  ,L
80074,171,A,0,0,0,V,BANP13C1705A        ,A,A,80074,THASAVAER604  ,L
80075,171,A,0,0,0,V,CK13C1703A          ,A,A,80075,THCMAVAER306  ,L
80076,171,A,0,0,0,V,CPF13C1705A         ,A,A,80076,THAKAVAER601  ,L
80077,225,C,0,21,0,D,CWT188A             ,,,80077,TH022503S803  ,L
80078,352,C,0,21,0,D,PF188B              ,,,80078,TH0352A3S807  ,L
80079,909,C,0,21,0,D,TRT188A             ,,,80079,TH090903S802  ,L
80080,655,C,0,13,0,G,CB16O20C            ,,,80080,TH0655K7QA86  ,L
80081,655,C,0,13,0,G,CB16D22B            ,,,80081,TH0655H7QC80  ,L
80082,655,C,0,13,0,G,CB17323A            ,,,80082,TH0655C7R380  ,L
80083,1107,C,0,21,0,D,WHA219A             ,§√—Èß∑’Ë 9/2559 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2564,NO. 9/2016 DUE 2021,80083,TH3871031904  ,L
80084,1093,A,0,0,0,V,ADVA28P1701A        ,A,A,80084,THBFEKBER107  ,L
80085,1093,A,0,0,0,V,BCH28C1703A         ,A,A,80085,THIVEKAER309  ,L
80086,1093,A,0,0,0,V,BH28C1702A          ,A,A,80086,THAUEKAER209  ,L
80087,1093,A,0,0,0,V,CHG28C1703A         ,A,A,80087,THIEEKAER305  ,L
80088,171,A,0,0,0,V,KBAN13C1705A        ,A,A,80088,THADAVAER606  ,L
80089,171,A,0,0,0,V,PTT13C1705A         ,A,A,80089,THCWAVAER602  ,L
80090,1093,A,0,0,0,V,PTT28P1701A         ,A,A,80090,THCWEKBER100  ,L
80091,1093,A,0,0,0,V,PTTE28P1702A        ,A,A,80091,THBQEKBER203  ,L
80092,1093,A,0,0,0,V,S5028C1612A         ,A,A,80092,THGAEKAER109  ,L
80093,1093,A,0,0,0,V,S5028P1612A         ,A,A,80093,THGAEKBER107  ,L
80094,171,A,0,0,0,V,SCB13C1705A         ,A,A,80094,THACAVAER608  ,L
80095,171,A,0,0,0,V,SCC13C1705A         ,A,A,80095,THABAVAER600  ,L
80096,1093,A,0,0,0,V,TASC28C1703A        ,A,A,80096,THIHEKAER308  ,L
80097,1093,A,0,0,0,V,TTA28C1702A         ,A,A,80097,THCNEKAER200  ,L
80098,171,A,0,0,0,V,CHG13C1703A         ,A,A,80098,THIEAVAER300  ,L
80099,171,A,0,0,0,V,ITD13C1703A         ,A,A,80099,THCDAVAER305  ,L
80100,171,A,0,0,0,V,PTG13C1703A         ,A,A,80100,THIGAVAER305  ,L
80101,171,A,0,0,0,V,TASC13C1703A        ,A,A,80101,THIHAVAER303  ,L
80104,902,C,0,21,0,D,TBEV182A            ,,,80104,TH090203S286  ,L
80105,2,C,0,21,0,D,BJC219A             ,,,80105,TH0002031902  ,L
80106,2,C,0,21,0,D,BJC199A             ,,,80106,TH000203T903  ,L
80107,1275,C,0,21,0,D,PRIC178A            ,,,80107,TH738307R806  ,L
80108,665, ,0,0,0,W,AMANAH-WA           ,®—¥ √√„ÀÈ·°Ëæπ—°ß“π·≈–/À√◊Õæπ—°ß“π¢Õß∫√‘…—∑œ,Directors and/or the employees,80108,              ,L
80109,655,C,0,13,0,G,CB16O11A            ,,,80109,TH0655N7QA80  ,L
80110,623,C,0,11,1,G,TB16D28A            ,,,80110,TH0623C7QC89  ,L
80111,2,C,0,21,0,D,BJC239A             ,,,80111,TH0002033908  ,L
80112,2,C,0,21,0,D,BJC269A             ,,,80112,TH0002036901  ,L
80113,655,C,0,13,0,G,CB16O27D            ,,,80113,TH0655L7QA84  ,L
80114,655,C,0,13,0,G,CB16D29B            ,,,80114,TH0655I7QC88  ,L
80115,655,C,0,13,0,G,CB17330A            ,,,80115,TH0655D7R389  ,L
80116,1225,C,0,21,0,D,MTLS198B            ,,,80116,TH6068A3T807  ,L
80117,735,C,0,21,0,D,MBTH199A            ,,,80117,TH073503T908  ,L
80118,1309,C,0,21,0,D,ND188A              ,,,80118,TH715103S804  ,L
80119,371,C,0,21,0,D,SPLI199A            ,,,80119,TH037103T902  ,L
80120,842,A,0,0,0,V,CPF06P1801A         ,A,A,80120,THAKDOBES200  ,L
80121,1093,A,0,0,0,V,IFEC28C1703B        ,B,B,80121,THIXEKAER313  ,L
80122,1093,A,0,0,0,V,ITD28C1703A         ,A,A,80122,THCDEKAER300  ,L
80123,842,A,0,0,0,V,LPN06C1709A         ,A,A,80123,THCFDOAERA03  ,L
80124,1093,A,0,0,0,V,PLAN28C1703A        ,A,A,80124,THIJEKAER304  ,L
80125,842,A,0,0,0,V,PS06C1709A          ,A,A,80125,THDQDOAEQB58  ,L
80126,842,A,0,0,0,V,PTTE06C1709A        ,A,A,80126,THBQDOAERA01  ,L
80127,842,A,0,0,0,V,PTTE06P1709A        ,A,A,80127,THBQDOBERA00  ,L
80128,842,A,0,0,0,V,PTTG06C1709A        ,A,A,80128,THEFDOAERA01  ,L
80129,842,A,0,0,0,V,S5006C1703A         ,A,A,80129,THGADOAER400  ,L
80130,842,A,0,0,0,V,S5006P1703A         ,A,A,80130,THGADOBER408  ,L
80131,1093,A,0,0,0,V,SAWA28C1702A        ,A,A,80131,THHTEKAER206  ,L
80132,842,A,0,0,0,V,SCB06C1709A         ,A,A,80132,THACDOAERA08  ,L
80133,842,A,0,0,0,V,TPIP06C1709A        ,A,A,80133,THAXDOAERA03  ,L
80134,1093,A,0,0,0,V,TPIP28C1703A        ,A,A,80134,THAXEKAER302  ,L
80135,1093,A,0,0,0,V,TRUE28C1702A        ,A,A,80135,THBUEKAER207  ,L
80136,697,C,0,21,0,D,THNI199A            ,,,80136,TH069703T900  ,L
80137,1184,C,0,21,0,D,SWAD199A            ,,,80137,TH545603T906  ,L
80138,909,C,0,21,0,D,TRT199A             ,,,80138,TH090903T909  ,L
80139,1242,S,0,0,0,W,NDR-W1              ,®—¥ √√„ÀÈ°—∫ºŸÈ∂◊ÕÀÿÈπ “¡—≠‡¥‘¡,Allocated to the existing shareholders,80139,TH614805SC07  ,L
80140,1156,A,0,0,0,V,AAV11C1704A         ,A,A,80140,THEOGDAER501  ,L
80141,1156,A,0,0,0,V,ADVA11C1704A        ,A,A,80141,THBFGDAER505  ,L
80142,1156,A,0,0,0,V,ADVA11P1704A        ,A,A,80142,THBFGDBER503  ,L
80143,1156,A,0,0,0,V,BCH11C1704A         ,A,A,80143,THIVGDAER507  ,L
80144,924,A,0,0,0,V,BDMS27C1706A        ,A,A,80144,THBEGGAER600  ,L
80145,924,A,0,0,0,V,BLAN27C1706A        ,A,A,80145,THBIGGAER601  ,L
80146,1156,A,0,0,0,V,CHG11C1704A         ,A,A,80146,THIEGDAER503  ,L
80147,924,A,0,0,0,V,CPAL27C1706A        ,A,A,80147,THDBGGAER602  ,L
80148,924,A,0,0,0,V,DTAC27C1706A        ,A,A,80148,THCOGGAER607  ,L
80149,924,A,0,0,0,V,EPG27C1706A         ,A,A,80149,THIFGGAER602  ,L
80150,1156,A,0,0,0,V,GLOW11C1704A        ,A,A,80150,THDNGDAER505  ,L
80151,1156,A,0,0,0,V,INTU11C1704A        ,A,A,80151,THEJGDAER501  ,L
80152,1156,A,0,0,0,V,INTU11P1704A        ,A,A,80152,THEJGDBER509  ,L
80153,924,A,0,0,0,V,PTG27C1706A         ,A,A,80153,THIGGGAER600  ,L
80154,1156,A,0,0,0,V,PTTE11C1704A        ,A,A,80154,THBQGDAER502  ,L
80155,1156,A,0,0,0,V,PTTE11P1701A        ,A,A,80155,THBQGDBER203  ,L
80156,1156,A,0,0,0,V,TRUE11C1704A        ,A,A,80156,THBUGDAER504  ,L
80157,924,A,0,0,0,V,WORK27C1706A        ,A,A,80157,THIRGGAER607  ,L
80158,905,C,0,21,0,D,EB199B              ,,,80158,TH090503T907  ,L
80159,438,C,0,21,0,D,ITD199A             ,,,80159,TH043803T909  ,L
80160,905,C,0,21,0,D,EB239A              ,,,80160,TH0905033906  ,L
80161,1333,S,59,67,0,S,SELIC               ,,,80161,TH7533010008  ,L
80162,1093,A,0,0,0,V,S5028C1612B         ,B,B,80162,THGAEKAER117  ,L
80163,1093,A,0,0,0,V,S5028P1612B         ,B,B,80163,THGAEKBER115  ,L
80164,171,A,0,0,0,V,TRUE13C1703A        ,A,A,80164,THBUAVAER301  ,L
80253,655,C,0,13,0,G,CB16O18A            ,,,80253,TH0655O7QA88  ,L
80254,405,C,0,21,0,D,ASIA189A            ,§√—Èß∑’Ë 3 ‡ πÕ¢“¬„π°√≥’®”°—¥,Third Bond Private Placement,80254,TH040503S900  ,L
80255,599,C,0,21,0,D,PL209A              ,§√—Èß∑’Ë 4/2559 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2563,No.4/2559 Due B.E. 2563,80255,TH059903U906  ,L
80256,623,C,0,11,1,G,TB16N02B            ,,,80256,TH0623F7QB83  ,L
80257,799,C,0,21,0,D,GL199A              ,§√—Èß∑’Ë 1/2559 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2562,No. 1/2016 due 2019,80257,TH079903T904  ,L
80258,652,B,0,12,0,G,GHB203A             ,,,80258,TH065203U309  ,L
80259,652,B,0,12,0,G,GHB213A             ,,,80259,TH0652031301  ,L
80260,652,B,0,12,0,G,GHB263A             ,,,80260,TH0652036300  ,L
80261,1334,A,5,33,0,S,TPRIME              ,,,80261,TH7549010000  ,L
80262,1259,A,0,0,0,V,ADVA08C1704A        ,A,A,80262,THBFHUAER507  ,L
80263,1259,A,0,0,0,V,GPSC08C1704A        ,A,A,80263,THIPHUAER501  ,L
80264,1259,A,0,0,0,V,ICHI08C1704A        ,A,A,80264,THHRHUAER509  ,L
80265,1259,A,0,0,0,V,IFEC08C1704A        ,A,A,80265,THIXHUAER505  ,L
80266,1259,A,0,0,0,V,KBAN08C1704A        ,A,A,80266,THADHUAER504  ,L
80267,1259,A,0,0,0,V,PTTG08C1704A        ,A,A,80267,THEFHUAER501  ,L
80268,1259,A,0,0,0,V,SAMA08C1704A        ,A,A,80268,THBTHUAER508  ,L
80269,1259,A,0,0,0,V,SAWA08C1704A        ,A,A,80269,THHTHUAER505  ,L
80270,1259,A,0,0,0,V,TPIP08C1704A        ,A,A,80270,THAXHUAER502  ,L
80271,1259,A,0,0,0,V,UNIQ08C1704A        ,A,A,80271,THICHUAER509  ,L
80272,655,C,0,13,0,G,CB17407A            ,,,80272,TH0655A7R481  ,L
80273,655,C,0,13,0,G,CB17105B            ,,,80273,TH0655D7R181  ,L
80274,655,C,0,13,0,G,CB16N03C            ,,,80274,TH0655H7QB81  ,L
80275,1331,C,0,21,0,D,BTCL179A            ,,,80275,TH741303R982  ,L
80276,697,C,0,21,0,D,THNI198B            ,,,80276,TH0697A3T809  ,L
80277,1110,A,0,0,0,V,BA23C1708A          ,A,A,80277,THHWELAER901  ,L
80278,171,A,0,0,0,V,BDMS13C1703A        ,A,A,80278,THBEAVAER305  ,L
80279,1110,A,0,0,0,V,BLAN23C1708A        ,A,A,80279,THBIELAER903  ,L
80280,1110,A,0,0,0,V,DTAC23C1708A        ,A,A,80280,THCOELAER909  ,L
80281,171,A,0,0,0,V,KTB13C1705A         ,A,A,80281,THATAVAER602  ,L
80282,1110,A,0,0,0,V,LPN23C1708A         ,A,A,80282,THCFELAER907  ,L
80283,171,A,0,0,0,V,PTTE13C1703A        ,A,A,80283,THBQAVAER309  ,L
80284,1050,A,0,0,0,V,WORK18C1704A        ,A,A,80284,THIRECAER502  ,L
80285,1225,C,0,21,0,D,MTLS199A            ,,,80285,TH606803T908  ,L
80286,364,C,0,21,0,D,RML199A             ,,,80286,TH036403T907  ,L
80287,689,C,0,21,0,D,KTC269A             ,,,80287,TH0689036901  ,L
80288,809,A,0,0,0,V,BANP01C1703A        ,A,A,80288,THASDJAER405  ,L
80289,809,A,0,0,0,V,BANP01P1703A        ,A,A,80289,THASDJBER403  ,L
80290,809,A,0,0,0,V,BDMS01C1703A        ,A,A,80290,THBEDJAER403  ,L
80291,809,A,0,0,0,V,BDMS01P1703A        ,A,A,80291,THBEDJBER401  ,L
80292,809,A,0,0,0,V,BH01C1703A          ,A,A,80292,THAUDJAER401  ,L
80293,809,A,0,0,0,V,BH01P1703A          ,A,A,80293,THAUDJBER409  ,L
80294,809,A,0,0,0,V,BTS01C1703A         ,A,A,80294,THAYDJAER403  ,L
80295,809,A,0,0,0,V,BTS01P1703A         ,A,A,80295,THAYDJBER401  ,L
80296,809,A,0,0,0,V,CHG01C1704A         ,A,A,80296,THIEDJAER507  ,L
80297,809,A,0,0,0,V,CHG01P1704A         ,A,A,80297,THIEDJBER505  ,L
80298,809,A,0,0,0,V,IVL01C1703A         ,A,A,80298,THEBDJAER403  ,L
80299,809,A,0,0,0,V,IVL01P1703A         ,A,A,80299,THEBDJBER401  ,L
80300,809,A,0,0,0,V,PTTG01C1703A        ,A,A,80300,THEFDJAER404  ,L
80301,809,A,0,0,0,V,PTTG01P1703A        ,A,A,80301,THEFDJBER402  ,L
80302,809,A,0,0,0,V,QH01C1703A          ,A,A,80302,THBDDJAER405  ,L
80303,809,A,0,0,0,V,QH01P1703A          ,A,A,80303,THBDDJBER403  ,L
80304,809,A,0,0,0,V,S5001C1612G         ,G,G,80304,THGADJAER111  ,L
80305,809,A,0,0,0,V,S5001C1612H         ,H,H,80305,THGADJAER129  ,L
80306,809,A,0,0,0,V,S5001P1612G         ,G,G,80306,THGADJBER119  ,L
80307,809,A,0,0,0,V,S5001P1612H         ,H,H,80307,THGADJBER127  ,L
80308,809,A,0,0,0,V,SCC01C1703A         ,A,A,80308,THABDJAER401  ,L
80309,809,A,0,0,0,V,SCC01P1703A         ,A,A,80309,THABDJBER409  ,L
80310,809,A,0,0,0,V,STPI01C1704A        ,A,A,80310,THGZDJAER506  ,L
80311,809,A,0,0,0,V,STPI01P1704A        ,A,A,80311,THGZDJBER504  ,L
80312,809,A,0,0,0,V,TASC01C1704A        ,A,A,80312,THIHDJAER500  ,L
80313,809,A,0,0,0,V,TASC01P1704A        ,A,A,80313,THIHDJBER508  ,L
80314,809,A,0,0,0,V,TCAP01C1703A        ,A,A,80314,THAJDJAER404  ,L
80315,809,A,0,0,0,V,TCAP01P1703A        ,A,A,80315,THAJDJBER402  ,L
80316,809,A,0,0,0,V,TMB01C1703A         ,A,A,80316,THAHDJAER408  ,L
80317,809,A,0,0,0,V,TMB01P1703A         ,A,A,80317,THAHDJBER406  ,L
80320,352,C,0,21,0,D,PF199A              ,,,80320,TH035203T902  ,L
80321,352,C,0,21,0,D,PF209A              ,,,80321,TH035203U900  ,L
80322,1314,C,0,21,0,D,EP199A              ,,,80322,TH718703T905  ,L
80323,1314,C,0,21,0,D,EP209A              ,,,80323,TH718703U903  ,L
80324,456,C,0,21,0,D,LPN19OA             ,§√—Èß∑’Ë 7,SEVENTH ISSUE,80324,TH045603TA09  ,L
80325,1093,A,0,0,0,V,BA28C1703A          ,A,A,80325,THHWEKAER309  ,L
80326,1093,A,0,0,0,V,BBL28C1703A         ,A,A,80326,THAAEKAER300  ,L
80327,1093,A,0,0,0,V,BTS28C1705A         ,A,A,80327,THAYEKAER508  ,L
80328,1093,A,0,0,0,V,KTC28C1703A         ,A,A,80328,THHSEKAER307  ,L
80329,1093,A,0,0,0,V,ROBI28C1703A        ,A,A,80329,THBGEKAER305  ,L
80330,1093,A,0,0,0,V,S5028C1612C         ,C,C,80330,THGAEKAER125  ,L
80331,1093,A,0,0,0,V,S5028P1612C         ,C,C,80331,THGAEKBER123  ,L
80332,655,C,0,13,0,G,CB16O25A            ,,,80332,TH0655P7QA85  ,L
80333,802,A,0,0,0,V,CENT24C1704A        ,A,A,80333,THGCIKAER502  ,L
80334,802,A,0,0,0,V,KBAN24C1704A        ,A,A,80334,THADIKAER503  ,L
80335,802,A,0,0,0,V,MINT24C1704A        ,A,A,80335,THAOIKAER500  ,L
80336,802,A,0,0,0,V,PTT24C1703A         ,A,A,80336,THCWIKAER400  ,L
80337,802,A,0,0,0,V,TOP24C1705A         ,A,A,80337,THDGIKAER609  ,L
80338,1333,S,59,67,0,F,SELIC-F             ,,,80161,TH7533010016  ,F
80339,1333,S,59,67,0,S,SELIC-R             ,,,80161,TH7533010R11  ,R
80340,623,C,0,11,1,G,TB16N09B            ,,,80340,TH0623G7QB81  ,L
80341,1310,A,5,35,0,F,SQ-F                ,,,78421,TH7539010010  ,F
80342,1310,A,5,35,0,S,SQ-R                ,,,78421,TH7539010R18  ,R
80343,655,C,0,13,0,G,CB16N10C            ,,,80343,TH0655I7QB89  ,L
80344,655,C,0,13,0,G,CB17112C            ,,,80344,TH0655E7R180  ,L
80345,655,C,0,13,0,G,CB17417A            ,,,80345,TH0655B7R480  ,L
80346,1314,C,0,21,0,D,EP219A              ,,,80346,TH7187031904  ,L
80347,1099,C,0,21,0,D,ANAN17OA            ,§√—Èß∑’Ë 2/2559 ™ÿ¥∑’Ë 1 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2560,No. 2/2016 Tranche 1 Due 2017,80347,TH410107RA08  ,L
80348,176,C,0,21,0,D,CTEL229A            ,,,80348,TH0176032900  ,L
80349,1099,C,0,21,0,D,ANAN19OA            ,§√—Èß∑’Ë 2/2559 ™ÿ¥∑’Ë 2 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2562,No. 2/2016 Tranche 2 Due 2019,80349,TH410103TA00  ,L
80350,1099,C,0,21,0,D,ANAN21OA            ,§√—Èß∑’Ë 2/2559 ™ÿ¥∑’Ë 3 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2564,No. 2/2016 Tranche 3 Due 2021,80350,TH4101031A06  ,L
80351,176,C,0,21,0,D,CTEL239A            ,,,80351,TH0176033908  ,L
80352,1050,A,0,0,0,V,ANAN18C1705A        ,A,A,80352,THIAECAER508  ,L
80353,1050,A,0,0,0,V,BANP18C1705A        ,A,A,80353,THASECAER507  ,L
80354,1050,A,0,0,0,V,KBAN18C1705A        ,A,A,80354,THADECAER509  ,L
80357,176,C,0,21,0,D,CTEL269A            ,,,80357,TH0176036901  ,L
80358,785,C,0,21,0,D,MDL18OA             ,,,80358,TH078503SA02  ,L
80359,1309,C,0,21,0,D,ND18OA              ,,,80359,TH715103SA03  ,L
80360,1187,C,0,21,0,D,RICH18OA            ,,,80360,TH571203SA09  ,L
80361,1184,C,0,21,0,D,SWAD18OA            ,,,80361,TH545603SA09  ,L
80362,1110,A,0,0,0,V,KCE23C1709A         ,A,A,80362,THHMELAERA01  ,L
80363,1110,A,0,0,0,V,KKP23C1709A         ,A,A,80363,THANELAERA07  ,L
80364,886,A,0,0,0,W,IHL-W1-R            ,®—¥ √√„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,To existing common shareholders,79805,TH088605TAR5  ,R
80365,171,A,0,0,0,V,TISC13C1704A        ,A,A,80365,THEAAVAER505  ,L
80366,171,A,0,0,0,V,TTA13C1704A         ,A,A,80366,THCNAVAER502  ,L
80369,171,A,0,0,0,V,S5013C1612D         ,D,D,80369,THGAAVAER138  ,L
80370,171,A,0,0,0,V,S5013P1612D         ,D,D,80370,THGAAVBER136  ,L
80371,1334,A,5,33,0,F,TPRIME-F            ,,,80261,TH7549010018  ,F
80372,655,C,0,13,0,G,CB16N17C            ,,,80372,TH0655J7QB87  ,L
80373,655,C,0,13,0,G,CB16N01A            ,,,80373,TH0655L7QB83  ,L
80374,623,C,0,11,1,G,TB16N16C            ,,,80374,TH0623H7QB89  ,L
80375,655,C,0,13,0,G,CB17119B            ,,,80375,TH0655F7R189  ,L
80376,655,C,0,13,0,G,CB17420A            ,,,80376,TH0655C7R489  ,L
80377,171,A,0,0,0,V,S5013P1612E         ,E,E,80377,THGAAVBER144  ,L
80378,1335,A,4,32,0,S,ALLA                ,,,80378,TH7550010006  ,L
80379,1335,A,4,32,0,F,ALLA-F              ,,,80378,TH7550010014  ,F
80380,1335,A,4,32,0,S,ALLA-R              ,,,80378,TH7550010R15  ,R
80381,655,C,0,13,0,G,CB16N08A            ,,,80381,TH0655M7QB81  ,L
80382,770,C,0,21,0,D,A20OA               ,,,80382,TH077003UA05  ,L
