I_SECURITY,I_COMPANY,I_MARKET,I_INDUSTRY,I_SECTOR,I_SUBSECTOR,I_SEC_TYPE,N_SECURITY,N_SECURITY_T,N_SECURITY_E,I_SECURITY_LOCAL,I_ISIN,I_NATIVE
368,134,A,3,11,0,S,SICCO-R             ,,,366,TH0134010R15  ,R
369,135,A,0,17,0,S,PTSL                ,,,369,TH0135010005  ,L
370,135,A,0,17,0,F,PTSL-F              ,,,369,TH0135010013  ,F
371,136,A,5,25,0,S,UV                  ,,,371,TH0136010Z02  ,L
372,136,A,5,25,0,F,UV-F                ,,,371,TH0136010Z10  ,F
373,136,A,5,25,0,S,UV-R                ,,,371,TH0136010R10  ,R
374,137,A,3,11,0,S,ASP                 ,,,374,TH0137A10Y00  ,L
375,137,A,3,11,0,F,ASP-F               ,,,374,TH0137A10Y18  ,F
376,137,A,3,11,0,S,ASP-R               ,,,374,TH0137010R18  ,R
377,138,A,1,12,0,S,UFC                 ,,,377,TH0138010002  ,L
378,138,A,1,12,0,F,UFC-F               ,,,377,TH0138010010  ,F
379,138,A,1,12,0,S,UFC-R               ,,,377,TH0138010R16  ,R
380,139,A,3,16,0,S,BUI                 ,,,380,TH0139010001  ,L
381,139,A,3,16,0,F,BUI-F               ,,,380,TH0139010019  ,F
382,139,A,3,16,0,S,BUI-R               ,,,380,TH0139010R14  ,R
383,140,A,1,12,0,S,HTC                 ,,,383,TH0140010Z04  ,L
384,140,A,1,12,0,F,HTC-F               ,,,383,TH0140010Z12  ,F
385,140,A,1,12,0,S,HTC-R               ,,,383,TH0140010R12  ,R
386,141,A,7,5,0,S,MINOR               ,,,386,TH0141A10Z03  ,L
387,141,A,7,5,0,F,MINOR-F             ,,,386,TH0141A10Z11  ,F
388,141,A,7,5,0,S,MINOR-R             ,,,386,TH0141010R10  ,R
389,142,A,4,29,0,S,SMC                 ,,,389,TH0142010Y01  ,L
390,142,A,4,29,0,F,SMC-F               ,,,389,TH0142010Y19  ,F
391,142,A,4,29,0,S,SMC-R               ,,,389,TH0142010R18  ,R
392,143,A,5,25,0,S,LH                  ,,,392,TH0143010Z08  ,L
393,143,A,5,25,0,F,LH-F                ,,,392,TH0143010Z16  ,F
394,143,A,5,25,0,S,LH-R                ,,,392,TH0143010R16  ,R
395,72,A,0,0,0,D,TPC1#6              ,,,395,              ,L
396,72,A,0,0,0,D,TPC1#1              ,,,396,              ,L
397,72,A,0,0,0,D,TPC1#2              ,,,397,              ,L
398,72,A,0,0,0,D,TPC1#3              ,,,398,              ,L
399,72,A,0,0,0,D,TPC1#4              ,,,399,              ,L
400,72,A,0,0,0,D,TPC1#5              ,,,400,              ,L
401,144,A,2,27,0,S,LTX                 ,,,401,TH0144010004  ,L
402,144,A,2,27,0,S,LTX-R               ,,,401,TH0144010R14  ,R
403,145,A,0,17,0,S,O-LAP               ,,,403,TH0145010003  ,L
404,146,A,1,12,0,S,SNP                 ,,,404,TH0146B10Z07  ,L
405,146,A,1,12,0,F,SNP-F               ,,,404,TH0146B10Z15  ,F
406,146,A,1,12,0,S,SNP-R               ,,,404,TH0146010R19  ,R
407,72,A,0,0,0,D,TPC2#6              ,,,407,TH0072E36112  ,L
408,72,A,0,0,0,D,TPC2#1              ,,,408,TH0072036112  ,L
409,72,A,0,0,0,D,TPC2#2              ,,,409,TH0072A36112  ,L
410,72,A,0,0,0,D,TPC2#3              ,,,410,TH0072B36112  ,L
411,72,A,0,0,0,D,TPC2#4              ,,,411,TH0072C36112  ,L
412,72,A,0,0,0,D,TPC2#5              ,,,412,TH0072D36112  ,L
413,147,A,1,12,0,S,SAICO               ,,,413,TH0147010Z09  ,L
414,147,A,1,12,0,F,SAICO-F             ,,,413,TH0147010Z17  ,F
415,147,A,1,12,0,S,SAICO-R             ,,,413,TH0147010R17  ,R
416,148,A,6,9,0,S,BANPU               ,,,416,TH0148A10Z06  ,L
417,148,A,6,9,0,F,BANPU-F             ,,,416,TH0148A10Z14  ,F
418,148,A,6,9,0,S,BANPU-R             ,,,416,TH0148010R15  ,R
419,149,A,7,14,0,S,ROH                 ,,,419,TH0149010009  ,L
420,149,A,7,14,0,F,ROH-F               ,,,419,TH0149010017  ,F
421,149,A,7,14,0,S,ROH-R               ,,,419,TH0149010R13  ,R
422,150,A,3,2,0,S,KTB                 ,,,422,TH0150010Z03  ,L
423,150,A,3,2,0,F,KTB-F               ,,,422,TH0150010Z11  ,F
424,150,A,3,2,0,S,KTB-R               ,,,422,TH0150010R11  ,R
425,150,A,0,0,0,P,KTB-P               ,,,425,TH0150020Z01  ,L
426,150,A,0,0,0,P,KTB-P-R             ,,,425,TH0150020R19  ,R
427,151,A,7,14,0,S,CSR                 ,,,427,TH0151010004  ,L
428,151,A,7,14,0,F,CSR-F               ,,,427,TH0151010012  ,F
429,151,A,7,14,0,S,CSR-R               ,,,427,TH0151010R19  ,R
430,152,A,8,8,0,S,SVI                 ,,,430,TH0152A10Z09  ,L
431,152,A,8,8,0,F,SVI-F               ,,,430,TH0152A10Z17  ,F
432,152,A,8,8,0,S,SVI-R               ,,,430,TH0152010R17  ,R
433,46,A,0,0,0,C,ICC@1               ,√ÿËπ 1989,ISSUE 1989,433,TH0046044507  ,L
434,153,A,2,27,0,S,TTL                 ,,,434,TH0153010002  ,L
435,153,A,2,27,0,S,TTL-R               ,,,434,TH0153010R15  ,R
436,154,A,1,12,0,S,TIPCO               ,,,436,TH0154010Y06  ,L
437,154,A,1,12,0,F,TIPCO-F             ,,,436,TH0154010Y14  ,F
438,154,A,1,12,0,S,TIPCO-R             ,,,436,TH0154010R13  ,R
439,155,A,5,3,0,S,RCI                 ,,,439,TH0155010Z02  ,L
440,155,A,5,3,0,F,RCI-F               ,,,439,TH0155010Z10  ,F
441,155,A,5,3,0,S,RCI-R               ,,,439,TH0155010R10  ,R
442,156,A,7,14,0,S,ASIA                ,,,442,TH0156010009  ,L
443,156,A,7,14,0,F,ASIA-F              ,,,442,TH0156010017  ,F
444,156,A,7,14,0,S,ASIA-R              ,,,442,TH0156010R18  ,R
445,157,A,8,8,0,S,GSS                 ,,,445,TH0157010008  ,L
446,157,A,8,8,0,F,GSS-F               ,,,445,TH0157010016  ,F
447,158,A,7,14,0,S,PA                  ,,,447,TH0158010007  ,L
448,158,A,7,14,0,F,PA-F                ,,,447,TH0158010015  ,F
449,158,A,7,14,0,S,PA-R                ,,,447,TH0158010R14  ,R
450,159,A,1,12,0,S,SSF                 ,,,450,TH0159A10Z02  ,L
451,159,A,1,12,0,F,SSF-F               ,,,450,TH0159A10Z10  ,F
452,159,A,1,12,0,S,SSF-R               ,,,450,TH0159010R12  ,R
453,160,A,5,3,0,S,UMI                 ,,,453,TH0160010Z02  ,L
454,160,A,5,3,0,F,UMI-F               ,,,453,TH0160010Z10  ,F
455,160,A,5,3,0,S,UMI-R               ,,,453,TH0160010R10  ,R
456,161,A,0,0,0,U,TNP-O               ,,,456,TH0161010002  ,L
457,161,A,0,0,0,T,TNP-O-F             ,,,456,TH0161010010  ,F
458,162,A,7,13,0,S,KDH                 ,,,458,TH0162010Y09  ,L
459,162,A,7,13,0,S,KDH-R               ,,,458,TH0162010R16  ,R
460,163,A,4,34,0,S,TWP                 ,,,460,TH0163010Z06  ,L
461,163,A,4,34,0,F,TWP-F               ,,,460,TH0163010Z14  ,F
462,163,A,4,34,0,S,TWP-R               ,,,460,TH0163010R14  ,R
463,164,A,4,21,0,S,ALUCON              ,,,463,TH0164010009  ,L
464,164,A,4,21,0,F,ALUCON-F            ,,,463,TH0164010017  ,F
465,164,A,4,21,0,S,ALUCON-R            ,,,463,TH0164010R12  ,R
466,164,A,4,21,0,S,ALUCON-U            ,,,463,TH0164010U17  ,U
467,165,A,4,21,0,S,TMD                 ,,,467,TH0165010Z01  ,L
468,165,A,4,21,0,S,TMD-R               ,,,467,TH0165010R19  ,R
469,71,A,0,0,0,C,DTM@1               ,√ÿËπ 1989,ISSUE 1989,469,              ,L
470,166,A,1,12,0,S,TWFP                ,,,470,TH0166010Z09  ,L
471,166,A,1,12,0,S,TWFP-R              ,,,470,TH0166010R17  ,R
472,167,A,4,26,0,S,PPPC                ,,,472,TH0167010006  ,L
473,167,A,4,26,0,F,PPPC-F              ,,,472,TH0167010014  ,F
474,167,A,4,26,0,S,PPPC-R              ,,,472,TH0167010R15  ,R
475,167,A,0,0,0,P,PPPC-P              ,,,475,TH0167020005  ,L
476,167,A,0,0,0,P,PPPC-P-R            ,,,475,TH0167020R13  ,R
477,13,A,0,0,0,C,IFCT@1              ,√ÿËπ 1989,ISSUE 1989,477,              ,L
478,168,A,7,13,0,S,BH                  ,,,478,TH0168A10Z01  ,L
479,168,A,7,13,0,F,BH-F                ,,,478,TH0168A10Z19  ,F
480,168,A,7,13,0,S,BH-R                ,,,478,TH0168010R13  ,R
481,168,A,0,0,0,P,BH-P                ,,,481,TH0168A20Z09  ,L
482,168,A,0,0,0,Q,BH-Q                ,,,481,TH0168A20Z17  ,F
483,168,A,0,0,0,P,BH-P-R              ,,,481,TH0168020R11  ,R
484,169,A,3,11,0,S,FCI                 ,,,484,TH0169010004  ,L
485,169,A,3,11,0,F,FCI-F               ,,,484,TH0169010012  ,F
486,170,A,7,10,0,S,MATI                ,,,486,TH0170A10Z07  ,L
487,170,A,7,10,0,F,MATI-F              ,,,486,TH0170A10Z15  ,F
488,170,A,7,10,0,S,MATI-R              ,,,486,TH0170010R19  ,R
489,171,A,3,11,0,S,KGI                 ,,,489,TH0171B10Z05  ,L
490,171,A,3,11,0,F,KGI-F               ,,,489,TH0171B10Z13  ,F
491,171,A,3,11,0,S,KGI-R               ,,,489,TH0171010R17  ,R
492,171,A,3,11,0,S,KGI-U               ,,,489,TH0171010U12  ,U
493,172,A,0,17,0,S,SUE                 ,,,493,TH0172010009  ,L
494,172,A,0,17,0,F,SUE-F               ,,,493,TH0172010017  ,F
495,172,A,0,17,0,S,SUE-R               ,,,493,TH0172010R15  ,R
496,173,A,5,3,0,S,TAG                 ,,,496,TH0173010008  ,L
497,173,A,5,3,0,S,TAG-R               ,,,496,TH0173010R13  ,R
498,174,A,7,28,0,S,JUTHA               ,,,498,TH0174A10Z03  ,L
499,174,A,7,28,0,F,JUTHA-F             ,,,498,TH0174A10Z11  ,F
500,174,A,7,28,0,S,JUTHA-R             ,,,498,TH0174010R11  ,R
501,174,A,0,0,0,P,JUTHA-P             ,,,501,TH0174A20Z01  ,L
502,174,A,0,0,0,P,JUTHA-P-R           ,,,501,TH0174020R19  ,R
503,175,A,4,21,0,S,TFI                 ,,,503,TH0175A10Y03  ,L
504,175,A,4,21,0,F,TFI-F               ,,,503,TH0175A10Y11  ,F
505,175,A,4,21,0,S,TFI-R               ,,,503,TH0175010R18  ,R
506,176,A,7,14,0,S,CENTEL              ,,,506,TH0176B10Z00  ,L
507,176,A,7,14,0,F,CENTEL-F            ,,,506,TH0176B10Z18  ,F
508,176,A,7,14,0,S,CENTEL-R            ,,,506,TH0176010R16  ,R
509,177,A,0,17,0,S,MGR                 ,,,509,TH0177010004  ,L
510,177,A,0,17,0,F,MGR-F               ,,,509,TH0177010012  ,F
511,177,A,0,17,0,S,MGR-R               ,,,509,TH0177010R14  ,R
512,178,A,1,12,0,S,TC                  ,,,512,TH0178A10Z09  ,L
513,178,A,1,12,0,F,TC-F                ,,,512,TH0178A10Z17  ,F
514,178,A,1,12,0,S,TC-R                ,,,512,TH0178010R12  ,R
515,179,A,5,25,0,S,UNIVES              ,,,515,TH0179010002  ,L
516,179,A,5,25,0,F,UNIVES-F            ,,,515,TH0179010010  ,F
517,180,A,0,17,0,S,NSTAR               ,,,517,TH0180010009  ,L
518,180,A,0,17,0,F,NSTAR-F             ,,,517,TH0180010017  ,F
519,181,A,1,1,0,S,LEE                 ,,,519,TH0181B10Z03  ,L
520,181,A,1,1,0,F,LEE-F               ,,,519,TH0181B10Z11  ,F
521,181,A,1,1,0,S,LEE-R               ,,,519,TH0181010R16  ,R
522,99,A,0,0,0,W,BBC-W               ,,,522,              ,L
523,99,A,0,0,0,W,BBC-V               ,,,522,              ,F
524,182,A,5,25,0,S,MK                  ,,,524,TH0182A10Z03  ,L
525,182,A,5,25,0,F,MK-F                ,,,524,TH0182A10Z11  ,F
526,182,A,5,25,0,S,MK-R                ,,,524,TH0182010R14  ,R
527,183,A,7,14,0,S,RHC                 ,,,527,TH0183010006  ,L
528,183,A,7,14,0,F,RHC-F               ,,,527,TH0183010014  ,F
529,183,A,7,14,0,S,RHC-R               ,,,527,TH0183010R12  ,R
530,184,A,7,14,0,S,IHG                 ,,,530,TH0184010005  ,L
531,184,A,7,14,0,F,IHG-F               ,,,530,TH0184010013  ,F
532,184,A,7,14,0,S,IHG-R               ,,,530,TH0184010R10  ,R
533,185,A,0,17,0,S,TPROP               ,,,533,TH0185A10Z00  ,L
534,185,A,0,17,0,S,TPROP-R             ,,,533,TH0185010R17  ,R
535,35,A,0,0,0,C,SPC@1               ,√ÿËπ 1989,ISSUE 1989,535,              ,L
536,186,S,56,64,0,S,ABICO               ,,,536,TH0186010Z07  ,L
537,186,S,56,64,0,F,ABICO-F             ,,,536,TH0186010Z15  ,F
538,186,S,56,64,0,S,ABICO-R             ,,,536,TH0186010R15  ,R
539,187,A,0,17,0,S,UCT                 ,,,539,TH0187010002  ,L
540,187,A,0,17,0,F,UCT-F               ,,,539,TH0187010010  ,F
541,46,A,0,0,0,C,ICC@2               ,√ÿËπ 1990,ISSUE 1990,541,TH0046045207  ,L
542,188,A,5,25,0,S,WIN                 ,,,542,TH0188010Y04  ,L
543,188,A,5,25,0,F,WIN-F               ,,,542,TH0188010Y12  ,F
544,188,A,5,25,0,S,WIN-R               ,,,542,TH0188010R11  ,R
545,189,A,1,1,0,S,PPC                 ,,,545,TH0189010Z01  ,L
546,189,A,1,1,0,F,PPC-F               ,,,545,TH0189010Z19  ,F
547,189,A,1,1,0,S,PPC-R               ,,,545,TH0189010R19  ,R
548,190,A,7,13,0,S,SVH                 ,,,548,TH0190010007  ,L
549,190,A,7,13,0,F,SVH-F               ,,,548,TH0190010015  ,F
550,190,A,7,13,0,S,SVH-R               ,,,548,TH0190010R17  ,R
551,191,A,0,17,0,S,EI                  ,,,551,TH0191010006  ,L
552,191,A,0,17,0,F,EI-F                ,,,551,TH0191010014  ,F
553,27,A,0,0,0,C,SPI@1               ,√ÿËπ 1990,ISSUE 1990,553,              ,L
554,192,A,2,27,0,S,PRANDA              ,,,554,TH0192010Z05  ,L
555,192,A,2,27,0,F,PRANDA-F            ,,,554,TH0192010Z13  ,F
556,192,A,2,27,0,S,PRANDA-R            ,,,554,TH0192010R13  ,R
557,193,A,3,16,0,S,TCI                 ,,,557,TH0193010004  ,L
558,193,A,3,16,0,S,TCI-R               ,,,557,TH0193010R11  ,R
559,194,A,0,17,0,S,SURAT               ,,,559,TH0194010003  ,L
560,195,A,7,28,0,S,TSTE                ,,,560,TH0195A10Z08  ,L
561,195,A,7,28,0,S,TSTE-R              ,,,560,TH0195010R16  ,R
562,196,A,1,1,0,S,TFC                 ,,,562,TH0196010Z06  ,L
563,196,A,1,1,0,F,TFC-F               ,,,562,TH0196010Z14  ,F
564,197,A,0,17,0,S,ONE                 ,,,564,TH0197010000  ,L
565,197,A,0,17,0,F,ONE-F               ,,,564,TH0197010018  ,F
566,120,A,0,0,0,D,ERW#1               ,,,566,TH0120033C06  ,L
567,198,A,5,25,0,S,POLAR               ,,,567,TH0198B10Y05  ,L
568,198,A,5,25,0,F,POLAR-F             ,,,567,TH0198B10Y13  ,F
569,198,A,5,25,0,S,POLAR-R             ,,,567,TH0198010R10  ,R
570,199,A,3,16,0,S,NKI                 ,,,570,TH0199010008  ,L
571,199,A,3,16,0,F,NKI-F               ,,,570,TH0199010016  ,F
572,199,A,3,16,0,S,NKI-R               ,,,570,TH0199010R18  ,R
573,200,A,4,4,0,S,TCB                 ,,,573,TH0200010Z06  ,L
574,200,A,4,4,0,F,TCB-F               ,,,573,TH0200010Z14  ,F
575,200,A,4,4,0,S,TCB-R               ,,,573,TH0200010R14  ,R
576,201,A,8,6,0,S,INTUCH              ,,,576,TH0201A10Y01  ,L
577,201,A,8,6,0,F,INTUCH-F            ,,,576,TH0201A10Y19  ,F
578,201,A,8,6,0,S,INTUCH-R            ,,,576,TH0201010R12  ,R
579,202,A,6,9,0,S,SUSCO               ,,,579,TH0202B10Z08  ,L
580,202,A,6,9,0,F,SUSCO-F             ,,,579,TH0202B10Z16  ,F
581,202,A,6,9,0,S,SUSCO-R             ,,,579,TH0202010R10  ,R
582,203,A,7,14,0,S,SHANG               ,,,582,TH0203010Z00  ,L
583,203,A,7,14,0,F,SHANG-F             ,,,582,TH0203010Z18  ,F
584,203,A,7,14,0,S,SHANG-R             ,,,582,TH0203010R18  ,R
585,13,A,0,0,0,D,IFCTD1              ,,,585,              ,L
586,204,A,2,22,0,S,JCT                 ,,,586,TH0204010001  ,L
587,204,A,2,22,0,S,JCT-R               ,,,586,TH0204010R16  ,R
588,110,A,0,0,0,C,IFEC@1              ,√ÿËπ 1990,ISSUE 1990,588,              ,L
589,205,A,4,21,0,S,TPP                 ,,,589,TH0205010000  ,L
590,205,A,4,21,0,S,TPP-R               ,,,589,TH0205010R13  ,R
591,206,A,0,17,0,S,BPT                 ,,,591,TH0206010009  ,L
592,207,A,5,25,0,S,JULDIS              ,,,592,TH0207010008  ,L
593,207,A,5,25,0,F,JULDIS-F            ,,,592,TH0207010016  ,F
594,208,A,3,11,0,S,SDF                 ,,,594,TH0208010007  ,L
595,208,A,3,11,0,F,SDF-F               ,,,594,TH0208010015  ,F
596,209,A,1,12,0,S,TVO                 ,,,596,TH0209010Z07  ,L
597,209,A,1,12,0,S,TVO-R               ,,,596,TH0209010R15  ,R
598,210,A,4,4,0,S,YCI                 ,,,598,TH0210010003  ,L
599,210,A,4,4,0,F,YCI-F               ,,,598,TH0210010011  ,F
600,210,A,4,4,0,S,YCI-R               ,,,598,TH0210010R13  ,R
601,211,A,5,25,0,S,APEX                ,,,601,TH0211B10Z07  ,L
602,211,A,5,25,0,S,APEX-R              ,,,601,TH0211010R11  ,R
603,212,A,5,3,0,S,TPIPL               ,,,603,TH0212010Z01  ,L
604,212,A,5,3,0,F,TPIPL-F             ,,,603,TH0212010Z19  ,F
605,212,A,5,3,0,S,TPIPL-R             ,,,603,TH0212010R19  ,R
606,213,A,3,16,0,S,DVS                 ,,,606,TH0213010000  ,L
607,213,A,3,16,0,F,DVS-F               ,,,606,TH0213010018  ,F
608,213,A,3,16,0,S,DVS-R               ,,,606,TH0213010R17  ,R
609,214,A,4,21,0,S,AJ                  ,,,609,TH0214010Z07  ,L
610,214,A,4,21,0,S,AJ-R                ,,,609,TH0214010R15  ,R
611,13,A,0,0,0,C,IFCT@2              ,√ÿËπ 1990,ISSUE 1990,611,              ,L
612,215,A,3,11,0,S,TTF                 ,,,612,TH0215010008  ,L
613,216,A,5,35,0,S,CNT                 ,,,613,TH0216010Z02  ,L
614,216,A,5,35,0,F,CNT-F               ,,,613,TH0216010Z10  ,F
615,216,A,5,35,0,S,CNT-R               ,,,613,TH0216010R10  ,R
616,217,A,3,16,0,S,INSURE              ,,,616,TH0217010006  ,L
617,217,A,3,16,0,S,INSURE-R            ,,,616,TH0217010R18  ,R
618,218,A,4,32,0,S,KKC                 ,,,618,TH0218010Z08  ,L
619,218,A,4,32,0,F,KKC-F               ,,,618,TH0218010Z16  ,F
620,218,A,4,32,0,S,KKC-R               ,,,618,TH0218010R16  ,R
621,219,A,5,3,0,S,TASCO               ,,,621,TH0219010Z06  ,L
622,219,A,5,3,0,F,TASCO-F             ,,,621,TH0219010Z14  ,F
623,219,A,5,3,0,S,TASCO-R             ,,,621,TH0219010R14  ,R
624,220,A,3,16,0,S,TSI                 ,,,624,TH0220010Z04  ,L
625,220,A,3,16,0,S,TSI-R               ,,,624,TH0220010R12  ,R
626,221,A,7,28,0,S,BTS                 ,,,626,TH0221A10Z06  ,L
627,221,A,7,28,0,F,BTS-F               ,,,626,TH0221A10Z14  ,F
628,221,A,7,28,0,S,BTS-R               ,,,626,TH0221010R10  ,R
629,222,A,3,11,0,S,UNITED              ,,,629,TH0222010009  ,L
630,223,A,0,17,0,S,TATL                ,,,630,TH0223010008  ,L
631,223,A,0,17,0,F,TATL-F              ,,,630,TH0223010016  ,F
632,224,A,5,3,0,S,GEL                 ,,,632,TH0224E10Z09  ,L
633,224,A,5,3,0,F,GEL-F               ,,,632,TH0224E10Z17  ,F
634,224,A,5,3,0,S,GEL-R               ,,,632,TH0224010R14  ,R
635,225,A,4,29,0,S,CWT                 ,,,635,TH0225A10Z02  ,L
636,225,A,4,29,0,F,CWT-F               ,,,635,TH0225A10Z10  ,F
637,225,A,4,29,0,S,CWT-R               ,,,635,TH0225010R11  ,R
638,226,A,6,9,0,S,TCC                 ,,,638,TH0226A10Z01  ,L
639,226,A,6,9,0,F,TCC-F               ,,,638,TH0226A10Z19  ,F
640,226,A,6,9,0,S,TCC-R               ,,,638,TH0226010R19  ,R
641,227,A,1,1,0,S,UPOIC               ,,,641,TH0227010Z09  ,L
642,227,A,1,1,0,F,UPOIC-F             ,,,641,TH0227010Z17  ,F
643,227,A,1,1,0,S,UPOIC-R             ,,,641,TH0227010R17  ,R
644,228,A,4,21,0,S,TOPP                ,,,644,TH0228010003  ,L
645,228,A,4,21,0,S,TOPP-R              ,,,644,TH0228010R15  ,R
646,229,A,8,6,0,S,PT                  ,,,646,TH0229010Z05  ,L
647,229,A,8,6,0,S,PT-R                ,,,646,TH0229010R13  ,R
648,230,A,4,34,0,S,CEN                 ,,,648,TH0230A10Z05  ,L
649,230,A,4,34,0,F,CEN-F               ,,,648,TH0230A10Z13  ,F
650,230,A,4,34,0,S,CEN-R               ,,,648,TH0230010R11  ,R
651,231,A,5,25,0,S,AQ                  ,,,651,TH0231D10Z01  ,L
652,231,A,5,25,0,F,AQ-F                ,,,651,TH0231D10Z19  ,F
653,231,A,5,25,0,S,AQ-R                ,,,651,TH0231010R19  ,R
654,232,A,0,17,0,S,S-CHEM              ,,,654,TH0232010007  ,L
655,233,A,4,29,0,S,STANLY              ,,,655,TH0233010Z07  ,L
656,233,A,4,29,0,F,STANLY-F            ,,,655,TH0233010Z15  ,F
657,233,A,4,29,0,S,STANLY-R            ,,,655,TH0233010R15  ,R
658,234,A,7,5,0,S,BIG                 ,,,658,TH0234B10Z00  ,L
659,234,A,7,5,0,F,BIG-F               ,,,658,TH0234B10Z18  ,F
660,234,A,7,5,0,S,BIG-R               ,,,658,TH0234010R13  ,R
661,235,A,5,25,0,S,TFD                 ,,,661,TH0235A10Z00  ,L
662,235,A,5,25,0,F,TFD-F               ,,,661,TH0235A10Z18  ,F
663,235,A,5,25,0,S,TFD-R               ,,,661,TH0235010R10  ,R
664,236,A,7,10,0,S,TH                  ,,,664,TH0236A10Y00  ,L
665,236,A,7,10,0,S,TH-R                ,,,664,TH0236010R18  ,R
666,237,A,3,11,0,S,MFC                 ,,,666,TH0237010Z08  ,L
667,237,A,3,11,0,F,MFC-F               ,,,666,TH0237010Z16  ,F
668,237,A,3,11,0,S,MFC-R               ,,,666,TH0237010R16  ,R
669,238,A,0,0,0,U,RPF2                ,,,669,TH0238010001  ,L
670,238,A,0,0,0,T,RPF2-F              ,,,669,TH0238010019  ,F
671,239,A,3,16,0,S,SMK                 ,,,671,TH0239A10Z06  ,L
672,239,A,3,16,0,F,SMK-F               ,,,671,TH0239A10Z14  ,F
673,239,A,3,16,0,S,SMK-R               ,,,671,TH0239010R12  ,R
674,240,A,5,3,0,S,SCP                 ,,,674,TH0240010Z02  ,L
675,240,A,5,3,0,S,SCP-R               ,,,674,TH0240010R10  ,R
676,241,A,3,11,0,S,CGS                 ,,,676,TH0241B10Z01  ,L
677,241,A,3,11,0,F,CGS-F               ,,,676,TH0241B10Z19  ,F
678,241,A,3,11,0,S,CGS-R               ,,,676,TH0241010R18  ,R
679,242,A,2,27,0,S,SAWANG              ,,,679,TH0242010005  ,L
680,242,A,2,27,0,F,SAWANG-F            ,,,679,TH0242010013  ,F
681,242,A,2,27,0,S,SAWANG-R            ,,,679,TH0242010R16  ,R
682,243,A,3,11,0,S,PE                  ,,,682,TH0243B10Z09  ,L
683,243,A,3,11,0,F,PE-F                ,,,682,TH0243B10Z17  ,F
684,243,A,3,11,0,S,PE-R                ,,,682,TH0243010R14  ,R
685,244,A,2,18,0,S,ESSEX               ,,,685,TH0244010003  ,L
686,244,A,2,18,0,F,ESSEX-F             ,,,685,TH0244010011  ,F
687,246,A,0,17,0,S,BSI                 ,,,687,TH0246010001  ,L
688,246,A,0,17,0,F,BSI-F               ,,,687,TH0246010019  ,F
689,246,A,0,17,0,S,BSI-R               ,,,687,TH0246010R17  ,R
690,247,A,2,27,0,S,HT                  ,,,690,TH0247010000  ,L
691,247,A,2,27,0,F,HT-F                ,,,690,TH0247010018  ,F
692,247,A,2,27,0,S,HT-R                ,,,690,TH0247010R15  ,R
693,248,A,7,10,0,S,PRAKIT              ,,,693,TH0248A10Z05  ,L
694,248,A,7,10,0,F,PRAKIT-F            ,,,693,TH0248A10Z13  ,F
695,248,A,7,10,0,S,PRAKIT-R            ,,,693,TH0248010R13  ,R
696,249,A,1,1,0,S,TRUBB               ,,,696,TH0249010Z03  ,L
697,249,A,1,1,0,F,TRUBB-F             ,,,696,TH0249010Z11  ,F
698,249,A,1,1,0,S,TRUBB-R             ,,,696,TH0249010R11  ,R
699,250,A,4,19,0,S,UMW                 ,,,699,TH0250010004  ,L
700,251,A,4,32,0,S,VARO                ,,,700,TH0251010Z09  ,L
701,251,A,4,32,0,F,VARO-F              ,,,700,TH0251010Z17  ,F
702,251,A,4,32,0,S,VARO-R              ,,,700,TH0251010R17  ,R
703,252,A,5,3,0,S,KARAT               ,,,703,TH0252010002  ,L
704,252,A,5,3,0,F,KARAT-F             ,,,703,TH0252010010  ,F
705,252,A,5,3,0,S,KARAT-R             ,,,703,TH0252010R15  ,R
706,253,A,7,10,0,S,SE-ED               ,,,706,TH0253010Z05  ,L
707,253,A,7,10,0,F,SE-ED-F             ,,,706,TH0253010Z13  ,F
708,253,A,7,10,0,S,SE-ED-R             ,,,706,TH0253010R13  ,R
